"player_name","kickoff_time","GW","season","total_points","automl"
"Bernardo Mota Veiga de Carvalho e Silva",1615593600000,28,2020,3,4.731733980471355
"Bernd Leno",1615680000000,28,2020,2,3.894600480129849
"Bertrand Traoré",1615507200000,28,2020,1,3.990295897896125
"Billy Sharp",1615680000000,28,2020,2,2.276099887955803
"Bruno Miguel Borges Fernandes",1615680000000,28,2020,3,7.705405665463853
"Bukayo Saka",1615680000000,28,2020,1,3.9745948726962785
"Callum Hudson-Odoi",1615593600000,28,2020,1,1.9657647767707445
"Che Adams",1615680000000,28,2020,8,3.8719589199513536
"Cheikhou Kouyaté",1615593600000,28,2020,3,3.0967026001519393
"Chris Basham",1615680000000,28,2020,0,1.9151839181935777
"Chris Wood",1615593600000,28,2020,8,3.7696972461596183
"Christian Benteke",1615593600000,28,2020,2,4.065785451039086
"Christian Pulisic",1615593600000,28,2020,3,5.0774887748641575
"Ciaran Clark",1615507200000,28,2020,0,3.109897832265249
"Conor Coady",1615766400000,28,2020,2,2.3602474250851966
"Conor Gallagher",1615593600000,28,2020,2,2.7893883648236484
"Conor Townsend",1615593600000,28,2020,2,4.048954128990315
"Craig Dawson",1615680000000,28,2020,0,2.9083185805632197
"Cédric Soares",1615680000000,28,2020,2,2.867546773336725
"César Azpilicueta",1615593600000,28,2020,6,5.161672774162275
"Dan Burn",1615680000000,28,2020,1,2.5895654524875704
"Daniel James",1615680000000,28,2020,2,3.69275834784568
"Daniel N'Lundulu",1615680000000,28,2020,1,1.5887156753904221
"Danny Welbeck",1615680000000,28,2020,5,3.063003881397103
"Dara O'Shea",1615593600000,28,2020,2,2.228136148546564
"Darnell Furlong",1615593600000,28,2020,1,2.9462234736837334
"David Luiz Moreira Marinho",1615680000000,28,2020,2,2.7573209631310167
"Davinson Sánchez",1615680000000,28,2020,0,2.41932456136613
"Davy Pröpper",1615680000000,28,2020,1,0.8043646728423268
"Dean Henderson",1615680000000,28,2020,6,4.269492971099329
"Declan Rice",1615680000000,28,2020,2,2.7004894226840563
"Demarai Gray",1615680000000,28,2020,0,3.2255751325671436
"Diego Llorente",1615593600000,28,2020,6,2.3770294671684726
"Diogo Jota",1615766400000,28,2020,8,3.1759298697700977
"Dominic Calvert-Lewin",1615593600000,28,2020,6,4.762583730856443
"Douglas Luiz Soares de Paulo",1615507200000,28,2020,2,2.5433819012750725
"Dwight Gayle",1615507200000,28,2020,2,3.276052217622827
"Dwight McNeil",1615593600000,28,2020,10,3.4849360656649635
"Eberechi Eze",1615593600000,28,2020,2,3.9907900184128113
"Ederson Santana de Moraes",1615593600000,28,2020,6,4.265893251727718
"Edouard Mendy",1615593600000,28,2020,9,4.39980080772944
"Emil Krafth",1615507200000,28,2020,5,3.24080722581794
"Emile Smith Rowe",1615680000000,28,2020,2,2.447665788772697
"Emiliano Martínez",1615507200000,28,2020,3,4.947706590954134
"Enda Stevens",1615680000000,28,2020,0,2.386236833759139
"Eric Garcia",1615593600000,28,2020,1,1.280712637589976
"Erik Lamela",1615680000000,28,2020,3,1.0795811266721373
"Erik Pieters",1615593600000,28,2020,2,3.0612168663235537
"Ethan Ampadu",1615680000000,28,2020,-2,1.5583206854688667
"Ezgjan Alioski",1615593600000,28,2020,5,2.424682934918952
"Ezri Konsa Ngoyo",1615507200000,28,2020,2,3.845419988689007
"Fabio Henrique Tavares",1615766400000,28,2020,3,2.5822330845754915
"Fabio Silva",1615766400000,28,2020,1,1.2026288048580986
"Fernando Luiz Rosa",1615593600000,28,2020,1,1.3133585078315801
"Ferran Torres",1615593600000,28,2020,6,4.708745262393953
"Fraser Forster",1615680000000,28,2020,2,3.8038411095571996
"Frederico Rodrigues de Paula Santos",1615680000000,28,2020,3,2.8734117809197066
"Gabriel Fernando de Jesus",1615593600000,28,2020,7,5.132734363611039
"Gabriel Magalhães",1615680000000,28,2020,2,2.9910333806090135
"Gareth Bale",1615680000000,28,2020,1,4.475787452155866
"Gary Cahill",1615593600000,28,2020,5,4.469803357616501
"George Baldock",1615680000000,28,2020,0,2.157000366535308
"Georginio Wijnaldum",1615766400000,28,2020,3,2.620143686219637
"Granit Xhaka",1615680000000,28,2020,1,2.3898329144255754
"Hakim Ziyech",1615593600000,28,2020,3,5.167920156328967
"Hal Robson-Kanu",1615593600000,28,2020,1,1.0899760745625087
"Harrison Reed",1615593600000,28,2020,2,1.6964338782323618
"Harry Kane",1615680000000,28,2020,2,5.029320988124687
"Harry Maguire",1615680000000,28,2020,8,3.4835981659287376
"Heung-Min Son",1615680000000,28,2020,1,5.457221917040852
"Hugo Lloris",1615680000000,28,2020,1,3.6631574874727413
"Hélder Wander Sousa de Azevedo e Costa",1615593600000,28,2020,1,1.5207802568935658
"Ibrahima Diallo",1615680000000,28,2020,2,2.7254928172272046
"Iliman Ndiaye",1615680000000,28,2020,1,0.6729754753798861
"Illan Meslier",1615593600000,28,2020,11,3.532957388415331
"Isaac Hayden",1615507200000,28,2020,2,2.338999272241717
"Issa Diop",1615680000000,28,2020,2,2.5319564436161643
"Ivan Ricardo Neves Abreu Cavaleiro",1615593600000,28,2020,2,2.4551321781652535
"Jack Harrison",1615593600000,28,2020,3,3.381551412158113
"Jacob Murphy",1615507200000,28,2020,7,1.241187457595388
"Jacob Ramsey",1615507200000,28,2020,1,2.6388082244614055
"Jairo Riedewald",1615593600000,28,2020,3,3.235821007213419
"Jakub Moder",1615680000000,28,2020,1,1.0296605346062109
"Jamaal Lascelles",1615507200000,28,2020,8,3.1037062155270783
"James Milner",1615766400000,28,2020,1,1.012738905508705
"James Tarkowski",1615593600000,28,2020,1,3.3629491082345644
"James Ward-Prowse",1615680000000,28,2020,2,3.3744088177789884
"Jamie Vardy",1615680000000,28,2020,13,5.8892228026692095
"Jan Bednarek",1615680000000,28,2020,1,3.2759202345851475
"Jannik Vestergaard",1615680000000,28,2020,1,3.683617698127978
"Jarrod Bowen",1615680000000,28,2020,2,2.847281542832654
"Javier Manquillo",1615507200000,28,2020,1,1.1011746873076076
"Jay Rodriguez",1615593600000,28,2020,1,1.5071781098527595
"Jeffrey Schlupp",1615593600000,28,2020,1,2.2387412007597867
"Joachim Andersen",1615593600000,28,2020,1,2.4758589268386104
"Joel Ward",1615593600000,28,2020,7,4.01076347569362
"Joelinton Cássio Apolinário de Lira",1615507200000,28,2020,2,2.890858496875374
"Johann Berg Gudmundsson",1615593600000,28,2020,2,2.7294539618617097
"John Fleck",1615680000000,28,2020,2,1.9230115756124133
"John Lundstram",1615680000000,28,2020,1,2.221210865566991
"John McGinn",1615507200000,28,2020,1,3.152839667986583
"John Ruddy",1615766400000,28,2020,1,0.9466057425330969
"John Stones",1615593600000,28,2020,14,5.543730309767449
"Jonathan Castro Otto",1615766400000,28,2020,2,2.2875759512830025
"Jonjo Shelvey",1615507200000,28,2020,2,3.1139391588991976
"Jonny Evans",1615680000000,28,2020,6,3.803213598442859
"Jordan Ayew",1615593600000,28,2020,2,3.7569174311490556
"Jordan Pickford",1615593600000,28,2020,0,3.749952872550816
"Jorge Luiz Frello Filho",1615593600000,28,2020,3,4.486620935121436
"Joseph Willock",1615507200000,28,2020,2,2.7091325764502345
"Josh Brownhill",1615593600000,28,2020,2,2.438695982363473
"Josh Onomah",1615593600000,28,2020,1,0.5215946659655054
"Joshua King",1615593600000,28,2020,1,1.3075408230045606
"João Filipe Iria Santos Moutinho",1615766400000,28,2020,2,2.670640104200066
"João Pedro Cavaco Cancelo",1615593600000,28,2020,12,4.951416213447991
"João Virgínia",1615593600000,28,2020,2,1.1226686251414255
"Joël Veltman",1615680000000,28,2020,2,2.709946094890629
"Kai Havertz",1615593600000,28,2020,3,4.321290722290299
"Kalvin Phillips",1615593600000,28,2020,3,2.386803380201586
"Kasper Schmeichel",1615680000000,28,2020,6,4.638322393288942
"Kean Bryan",1615680000000,28,2020,-1,2.1435573058266133
"Kelechi Iheanacho",1615680000000,28,2020,17,4.6458342843754945
"Kenny Tete",1615593600000,28,2020,1,2.262801001759093
"Kieran Tierney",1615680000000,28,2020,6,3.087603134012329
"Kyle Bartley",1615593600000,28,2020,2,3.291210010204956
"Kyle Walker-Peters",1615680000000,28,2020,1,3.8669848000235336
"Leander Dendoncker",1615766400000,28,2020,1,0.8867933450095018
"Leandro Trossard",1615680000000,28,2020,10,3.4485777234114323
"Lewis Dunk",1615680000000,28,2020,10,3.0670571472439407
"Lucas Digne",1615593600000,28,2020,1,3.7163845302887015
"Lucas Rodrigues Moura da Silva",1615680000000,28,2020,5,3.618600506375081
"Luka Milivojevic",1615593600000,28,2020,11,2.9881364572643534
"Lukasz Fabianski",1615680000000,28,2020,3,3.4254737526119987
"Luke Ayling",1615593600000,28,2020,6,2.5797734529066303
"Luke Shaw",1615680000000,28,2020,9,4.714413598229631
"Lys Mousset",1615680000000,28,2020,1,0.9877765344281308
"Mahmoud Ahmed Ibrahim Hassan",1615507200000,28,2020,3,3.2466341372556395
"Manuel Lanzini",1615680000000,28,2020,1,1.3254090571940536
"Marc Albrighton",1615680000000,28,2020,4,1.5789362294264908
"Marcus Rashford",1615680000000,28,2020,2,5.0578738260228775
"Mario Lemina",1615593600000,28,2020,2,2.2095195741240805
"Mark Noble",1615680000000,28,2020,2,2.7415837059572072
"Martin Dubravka",1615507200000,28,2020,5,3.4971824431632057
"Martin Ødegaard",1615680000000,28,2020,10,2.7280184336966555
"Mason Greenwood",1615680000000,28,2020,3,4.030080590572591
"Mason Holgate",1615593600000,28,2020,1,3.641188683393936
"Mason Mount",1615593600000,28,2020,3,4.755958081594126
"Matej Vydra",1615593600000,28,2020,5,2.940446205597637
"Mateusz Klich",1615593600000,28,2020,1,0.9141738874716026
"Matheus Pereira",1615593600000,28,2020,2,3.4942798189648423
"Matt Doherty",1615680000000,28,2020,1,3.417912526254701
"Matt Phillips",1615593600000,28,2020,2,2.8553870984807497
"Matt Targett",1615507200000,28,2020,4,4.180551289491254
"Matthew Lowton",1615593600000,28,2020,1,3.4815521985173925
"Mbaye Diagne",1615593600000,28,2020,2,3.2384007012413534
"Michael Keane",1615593600000,28,2020,1,3.6029003556153487
"Michail Antonio",1615680000000,28,2020,2,3.9392257601902996
"Mohamed Naser El Sayed Elneny",1615680000000,28,2020,1,0.8350726345866161
"Mohamed Salah",1615766400000,28,2020,3,5.303716998190929
"Morgan Gibbs-White",1615766400000,28,2020,1,0.8926719749525772
"Morgan Sanson",1615507200000,28,2020,0,1.3107983849744798
"Moussa Djenepo",1615680000000,28,2020,1,1.3202442419930442
"Moussa Sissoko",1615680000000,28,2020,1,0.783711394715669
"N'Golo Kanté",1615593600000,28,2020,3,2.7235239461255003
"Naby Keita",1615766400000,28,2020,1,1.0301900228315868
"Nathan Redmond",1615680000000,28,2020,1,1.661465009471823
"Nathan Tella",1615680000000,28,2020,2,3.0517178879674014
"Nathaniel Phillips",1615766400000,28,2020,6,2.4607256197249785
"Neal Maupay",1615680000000,28,2020,2,3.870655313152738
"Nick Pope",1615593600000,28,2020,2,4.510960732479033
"Nicolas Pépé",1615680000000,28,2020,1,1.6978914857220082
"Nélson Cabral Semedo",1615766400000,28,2020,2,2.8208171120233696
"Okay Yokuslu",1615593600000,28,2020,2,2.4974143991947098
"Ola Aina",1615593600000,28,2020,1,2.390132138009534
"Oliver Burke",1615680000000,28,2020,2,2.2118728162828245
"Oliver Norwood",1615680000000,28,2020,2,1.7409864176218515
"Ollie Watkins",1615507200000,28,2020,5,4.092877878493807
"Ozan Kabak",1615766400000,28,2020,7,2.126509200539491
"Pascal Groß",1615680000000,28,2020,5,3.9820539048230454
"Pascal Struijk",1615593600000,28,2020,6,2.809535935476343
"Patrick Bamford",1615593600000,28,2020,1,3.798141539546113
"Patrick van Aanholt",1615593600000,28,2020,5,4.131618523096739
"Paul Dummett",1615507200000,28,2020,2,2.8556675042835944
"Pedro Lomba Neto",1615766400000,28,2020,2,3.416928371409451
"Pierre-Emile Højbjerg",1615680000000,28,2020,2,2.3712473900968414
"Raphael Dias Belloli",1615593600000,28,2020,3,3.758194230590576
"Reece James",1615593600000,28,2020,1,1.5418233524951066
"Ricardo Domingos Barbosa Pereira",1615680000000,28,2020,1,4.605316333031478
"Richarlison de Andrade",1615593600000,28,2020,2,4.461662550965026
"Robbie Brady",1615593600000,28,2020,1,1.2493982049586596
"Robert Snodgrass",1615593600000,28,2020,1,1.185916566209142
"Robert Sánchez",1615680000000,28,2020,3,3.625447541340653
"Rodrigo Hernandez",1615593600000,28,2020,3,3.360017389424209
"Rodrigo Moreno",1615593600000,28,2020,0,1.3762830126850614
"Romain Saïss",1615766400000,28,2020,1,2.910713395528463
"Ross Barkley",1615507200000,28,2020,1,1.5505822500362811
"Ruben Loftus-Cheek",1615593600000,28,2020,2,2.854855092212359
"Rui Pedro dos Santos Patrício",1615766400000,28,2020,3,3.5099270408313847
"Ryan Bertrand",1615680000000,28,2020,4,3.236307296320679
"Ryan Fraser",1615507200000,28,2020,3,2.9874845547023035
"Rúben Diogo da Silva Neves",1615766400000,28,2020,1,3.121670988213144
"Rúben Santos Gato Alves Dias",1615593600000,28,2020,6,4.828156285792476
"Sadio Mané",1615766400000,28,2020,6,4.807086998974836
"Sam Johnstone",1615593600000,28,2020,3,3.8940785208172115
"Saïd Benrahma",1615680000000,28,2020,1,1.2288026772699017
"Scott McTominay",1615680000000,28,2020,5,3.8153258849262452
"Seamus Coleman",1615593600000,28,2020,1,1.2436506314891858
"Sergio Agüero",1615593600000,28,2020,6,6.380117191347184
"Sergio Reguilón",1615680000000,28,2020,0,3.4818893761735374
"Stuart Armstrong",1615680000000,28,2020,2,3.6440566001530055
"Stuart Dallas",1615593600000,28,2020,6,2.928622373601983
"Takumi Minamino",1615680000000,28,2020,2,3.5752445292135127
"Tanguy Ndombele",1615680000000,28,2020,2,2.768624810993356
"Thakgalo Leshabela",1615680000000,28,2020,1,1.258439016513141
"Thiago Alcántara do Nascimento",1615766400000,28,2020,2,2.518178355934209
"Thomas Partey",1615680000000,28,2020,2,2.17892277227017
"Timo Werner",1615593600000,28,2020,1,2.3142987198964167
"Timothy Castagne",1615680000000,28,2020,6,3.991502919298637
"Toby Alderweireld",1615680000000,28,2020,1,3.2385938086764146
"Tom Davies",1615593600000,28,2020,6,2.6009710352838185
"Tomas Soucek",1615680000000,28,2020,2,3.338470529470336
"Tosin Adarabioyo",1615593600000,28,2020,1,2.2571723675113993
"Trent Alexander-Arnold",1615766400000,28,2020,9,4.330510005334779
"Tyler Roberts",1615593600000,28,2020,2,2.2207532698033483
"Tyrone Mings",1615507200000,28,2020,1,4.103407646432157
"Vicente Guaita",1615593600000,28,2020,8,4.5539438073834555
"Victor Lindelöf",1615680000000,28,2020,8,3.9464479456572708
"Vladimir Coufal",1615680000000,28,2020,2,2.812704684745185
"Wesley Fofana",1615680000000,28,2020,7,3.3243630931604815
"Wilfred Ndidi",1615680000000,28,2020,6,3.7246639863362936
"Wilfried Zaha",1615593600000,28,2020,6,4.883121956156729
"Willian Borges Da Silva",1615680000000,28,2020,1,1.4092119913075558
"Willian José Da Silva",1615766400000,28,2020,2,3.280257394843421
"Willy Boly",1615766400000,28,2020,2,3.0103198666357605
"Youri Tielemans",1615680000000,28,2020,3,3.7963372784548906
"Yves Bissouma",1615680000000,28,2020,2,2.015026660489508
"Çaglar Söyüncü",1615680000000,28,2020,6,3.947118106713992
"Aaron Cresswell",1616284800000,29,2020,0,3.843112592163982
"Adam Lallana",1616198400000,29,2020,3,3.5423374743082063
"Ademola Lookman",1616112000000,29,2020,5,4.285836760467002
"Aleksandar Mitrović",1616112000000,29,2020,1,1.6404924341946074
"Alexandre Lacazette",1616284800000,29,2020,11,3.938710920942818
"Alexis Mac Allister",1616198400000,29,2020,1,1.6325083783480696
"Alphonse Areola",1616112000000,29,2020,1,4.4330202197742095
"Andi Zeqiri",1616198400000,29,2020,1,1.7970257225976636
"André-Frank Zambo Anguissa",1616112000000,29,2020,2,3.3743154630242564
"Antonee Robinson",1616112000000,29,2020,1,3.374544528402153
"Anwar El Ghazi",1616284800000,29,2020,1,1.5291307437927448
"Ben Davies",1616284800000,29,2020,1,1.1198942226353754
"Ben White",1616198400000,29,2020,6,3.3938791187469706
"Bernd Leno",1616284800000,29,2020,1,4.066945466943505
"Bertrand Traoré",1616284800000,29,2020,1,3.9902607600453375
"Bukayo Saka",1616284800000,29,2020,2,3.7667002501665876
"Calum Chambers",1616284800000,29,2020,5,2.6093762165139007
"Carlos Vinicius Alves Morais",1616284800000,29,2020,5,2.8073642192275687
"Ciaran Clark",1616198400000,29,2020,1,2.9031314948164066
"Craig Dawson",1616284800000,29,2020,-1,3.1581470150279127
"Danny Welbeck",1616198400000,29,2020,6,3.517827303632526
"David Luiz Moreira Marinho",1616284800000,29,2020,1,2.9861360134369925
"Davinson Sánchez",1616284800000,29,2020,6,2.595990952474318
"Davy Pröpper",1616198400000,29,2020,1,1.1591006723487827
"Declan Rice",1616284800000,29,2020,2,2.816184382773417
"Diego Llorente",1616112000000,29,2020,2,3.134735877435842
"Douglas Luiz Soares de Paulo",1616284800000,29,2020,2,2.3481059755986746
"Emile Smith Rowe",1616284800000,29,2020,1,1.0229336696715474
"Emiliano Martínez",1616284800000,29,2020,1,4.514705005803344
"Ezgjan Alioski",1616112000000,29,2020,2,4.40548610953925
"Ezri Konsa Ngoyo",1616284800000,29,2020,1,2.732514742846766
"Gabriel Teodoro Martinelli Silva",1616284800000,29,2020,1,1.1590778477911812
"Giovani Lo Celso",1616284800000,29,2020,2,3.2011257445052115
"Granit Xhaka",1616284800000,29,2020,2,2.382136261429284
"Harrison Reed",1616112000000,29,2020,2,3.0535204802811213
"Harry Kane",1616284800000,29,2020,7,6.3309078697124725
"Hugo Lloris",1616284800000,29,2020,6,4.107757909132705
"Illan Meslier",1616112000000,29,2020,3,4.731980436458096
"Isaac Hayden",1616198400000,29,2020,1,2.3793912041290177
"Issa Diop",1616284800000,29,2020,1,2.621664618671143
"Ivan Ricardo Neves Abreu Cavaleiro",1616112000000,29,2020,2,3.776961148844738
"Jack Harrison",1616112000000,29,2020,7,4.051542759896173
"Jacob Murphy",1616198400000,29,2020,1,1.3992862148903664
"Jakub Moder",1616198400000,29,2020,3,2.8821952740467762
"Jamaal Lascelles",1616198400000,29,2020,1,2.804235462722423
"Japhet Tanganga",1616284800000,29,2020,6,2.666601081902218
"Jarrod Bowen",1616284800000,29,2020,8,3.8599699736369515
"Javier Manquillo",1616198400000,29,2020,1,3.243109783206989
"Jeff Hendrick",1616198400000,29,2020,1,1.4103360921860273
"Jesse Lingard",1616284800000,29,2020,12,4.19046784292213
"Joachim Andersen",1616112000000,29,2020,7,4.292094463157729
"Joe Rodon",1616284800000,29,2020,8,2.439631289032288
"Joelinton Cássio Apolinário de Lira",1616198400000,29,2020,2,2.7298278651516923
"John McGinn",1616284800000,29,2020,1,2.8402327305174717
"Jonjo Shelvey",1616198400000,29,2020,2,3.0319245245958615
"Joseph Willock",1616198400000,29,2020,2,2.799757969449693
"Josh Maja",1616112000000,29,2020,1,3.748341751965758
"Joël Veltman",1616198400000,29,2020,10,3.579356572169311
"Kalvin Phillips",1616112000000,29,2020,1,2.5928432593765494
"Keinan Davis",1616284800000,29,2020,1,1.1724744060805903
"Kenny Tete",1616112000000,29,2020,1,1.345956795003216
"Kieran Tierney",1616284800000,29,2020,1,3.453408342176468
"Leandro Trossard",1616198400000,29,2020,14,4.289567127970022
"Lewis Dunk",1616198400000,29,2020,6,3.919885597563703
"Lucas Rodrigues Moura da Silva",1616284800000,29,2020,9,3.7924098368085235
"Lukasz Fabianski",1616284800000,29,2020,2,3.790037432051091
"Luke Ayling",1616112000000,29,2020,2,3.7697259767933677
"Mahmoud Ahmed Ibrahim Hassan",1616284800000,29,2020,2,3.6996449269702816
"Mario Lemina",1616112000000,29,2020,1,2.814644499075158
"Mark Noble",1616284800000,29,2020,1,1.0410778560900398
"Martin Dubravka",1616198400000,29,2020,2,3.990493217701657
"Martin Ødegaard",1616284800000,29,2020,2,3.4925830392037582
"Mateusz Klich",1616112000000,29,2020,1,1.4498292032635498
"Matt Targett",1616284800000,29,2020,0,3.145787696891781
"Matthew Cash",1616284800000,29,2020,0,3.1633463341218913
"Michail Antonio",1616284800000,29,2020,7,4.171475705838256
"Miguel Almirón",1616198400000,29,2020,2,2.860949807742221
"Morgan Sanson",1616284800000,29,2020,2,2.4525172966079603
"Moussa Sissoko",1616284800000,29,2020,1,0.9284095978782901
"Neal Maupay",1616198400000,29,2020,8,4.0063033400231465
"Nicolas Pépé",1616284800000,29,2020,4,1.7442632013302104
"Ola Aina",1616112000000,29,2020,1,4.659688685074552
"Ollie Watkins",1616284800000,29,2020,2,4.624812552443963
"Pablo Marí",1616284800000,29,2020,1,3.0171291829100544
"Pascal Groß",1616198400000,29,2020,6,3.896709696737561
"Pascal Struijk",1616112000000,29,2020,2,3.1548589308915935
"Patrick Bamford",1616112000000,29,2020,11,5.304455744099111
"Paul Dummett",1616198400000,29,2020,0,2.9921816978285163
"Pierre-Emerick Aubameyang",1616284800000,29,2020,2,5.868552181877764
"Pierre-Emile Højbjerg",1616284800000,29,2020,3,2.4302389563377496
"Raphael Dias Belloli",1616112000000,29,2020,8,4.825620697941784
"Robert Sánchez",1616198400000,29,2020,6,3.833862569116924
"Robin Koch",1616112000000,29,2020,1,1.2670557009155836
"Ross Barkley",1616284800000,29,2020,1,1.4040979334309693
"Ruben Loftus-Cheek",1616112000000,29,2020,0,1.7976725157667883
"Ryan Fraser",1616198400000,29,2020,2,3.100389374063243
"Ryan Fredericks",1616284800000,29,2020,1,1.2619785184941426
"Saïd Benrahma",1616284800000,29,2020,2,3.380778313572356
"Sean Longstaff",1616198400000,29,2020,1,1.0606590670094296
"Sergio Reguilón",1616284800000,29,2020,1,3.351837849612161
"Steven Bergwijn",1616284800000,29,2020,1,1.23293762135398
"Stuart Dallas",1616112000000,29,2020,2,4.943338657964768
"Tanguy Ndombele",1616284800000,29,2020,3,3.487141208480325
"Thomas Partey",1616284800000,29,2020,2,2.342752637646361
"Tomas Soucek",1616284800000,29,2020,5,3.444089386199432
"Tosin Adarabioyo",1616112000000,29,2020,1,4.555921503306402
"Tyler Roberts",1616112000000,29,2020,2,2.6435836450475665
"Tyrone Mings",1616284800000,29,2020,1,3.1045622985613712
"Vladimir Coufal",1616284800000,29,2020,0,3.548214974351445
"Yves Bissouma",1616198400000,29,2020,3,2.5947703690193973
"Aaron Cresswell",1617580800000,30,2020,1,3.6618603312302147
"Aaron Ramsdale",1617408000000,30,2020,4,3.278414161313773
"Aaron Wan-Bissaka",1617494400000,30,2020,2,4.6074782788725495
"Adam Lallana",1617494400000,30,2020,2,2.8712786499256038
"Adama Traoré",1617580800000,30,2020,6,3.671865788191391
"Ademola Lookman",1617494400000,30,2020,1,3.4691109840013308
"Ainsley Maitland-Niles",1617408000000,30,2020,1,1.9240137741486643
"Aleksandar Mitrović",1617494400000,30,2020,8,3.3588226111254276
"Alexandre Lacazette",1617408000000,30,2020,2,4.376201489745793
"Alexis Mac Allister",1617494400000,30,2020,1,1.2676668980047572
"Alireza Jahanbakhsh",1617494400000,30,2020,1,1.1522115110135207
"Alisson Ramses Becker",1617408000000,30,2020,6,3.5683315893565495
"Allan Saint-Maximin",1617494400000,30,2020,1,0.9537396276034615
"Alphonse Areola",1617494400000,30,2020,1,3.582165166780952
"Andi Zeqiri",1617494400000,30,2020,1,1.1067012765230833
"Andreas Christensen",1617408000000,30,2020,-1,1.4601494181052548
"Andrew Robertson",1617408000000,30,2020,7,3.973665995539951
"André Filipe Tavares Gomes",1617580800000,30,2020,1,2.7489077237092805
"Anwar El Ghazi",1617494400000,30,2020,2,4.695685169732479
"Arthur Masuaku",1617580800000,30,2020,5,3.2406995281493916
"Ashley Westwood",1617494400000,30,2020,2,2.9257572981260913
"Aymeric Laporte",1617408000000,30,2020,7,3.512211290244535
"Ayoze Pérez",1617408000000,30,2020,2,3.159380793984326
"Ben Godfrey",1617580800000,30,2020,1,1.2428745979354754
"Ben Johnson",1617580800000,30,2020,1,1.1432955166728127
"Ben Mee",1617494400000,30,2020,1,3.4182766185197435
"Ben Osborn",1617408000000,30,2020,10,2.865935118454969
"Ben White",1617494400000,30,2020,0,2.643228201143926
"Benjamin Mendy",1617408000000,30,2020,15,3.4240631342271306
"Bernd Leno",1617408000000,30,2020,2,3.5852287051029164
"Bertrand Traoré",1617494400000,30,2020,5,4.33884128635101
"Bobby Decordova-Reid",1617494400000,30,2020,1,2.9470667774548915
"Branislav Ivanovic",1617408000000,30,2020,1,0.642832549150445
"Bruno Miguel Borges Fernandes",1617494400000,30,2020,5,7.360161829332451
"Callum Robinson",1617408000000,30,2020,11,0.9326729697226113
"Calum Chambers",1617408000000,30,2020,1,2.402623917393339
"Carlos Vinicius Alves Morais",1617494400000,30,2020,1,3.2788588064512783
"Charlie Taylor",1617494400000,30,2020,0,1.0330611653654396
"Che Adams",1617494400000,30,2020,1,2.098915464559107
"Cheikhou Kouyaté",1617580800000,30,2020,2,2.3894397198728208
"Chris Wood",1617494400000,30,2020,10,3.871220421073518
"Christian Benteke",1617580800000,30,2020,2,3.285534078056201
"Christian Pulisic",1617408000000,30,2020,6,5.275592458134015
"Conor Coady",1617580800000,30,2020,1,2.7863262598220206
"Conor Townsend",1617408000000,30,2020,1,2.373151497377864
"Craig Dawson",1617580800000,30,2020,0,3.1785421068121344
"Cédric Soares",1617408000000,30,2020,0,1.3032709147360535
"César Azpilicueta",1617408000000,30,2020,0,5.412955168647361
"Daniel Amartey",1617408000000,30,2020,0,2.062455130668566
"Daniel Castelo Podence",1617580800000,30,2020,1,3.2939924522836086
"Daniel Ceballos Fernández",1617408000000,30,2020,1,2.765328102833922
"Daniel James",1617494400000,30,2020,1,1.9580081053280631
"Danny Ings",1617494400000,30,2020,11,4.769886035769406
"Danny Welbeck",1617494400000,30,2020,9,3.196913787527438
"Dara O'Shea",1617408000000,30,2020,1,1.6819073160124598
"Darnell Furlong",1617408000000,30,2020,4,2.2578027361886925
"David Martin",1617580800000,30,2020,0,1.0334305174785574
"David McGoldrick",1617408000000,30,2020,1,2.9404548434982827
"Davinson Sánchez",1617494400000,30,2020,1,2.789399004649058
"Dean Henderson",1617494400000,30,2020,2,4.294333117181651
"Diego Llorente",1617408000000,30,2020,2,3.0914437458418655
"Diogo Jota",1617408000000,30,2020,12,1.8220966024717091
"Dominic Calvert-Lewin",1617580800000,30,2020,2,4.836807151371695
"Donny van de Beek",1617494400000,30,2020,1,1.479162445318937
"Douglas Luiz Soares de Paulo",1617494400000,30,2020,1,2.9964575600005547
"Dwight Gayle",1617494400000,30,2020,2,3.1879576051650043
"Dwight McNeil",1617494400000,30,2020,2,3.285598118135958
"Eberechi Eze",1617580800000,30,2020,2,2.8712541531696636
"Ederson Santana de Moraes",1617408000000,30,2020,5,3.9579166916855013
"Edinson Cavani",1617494400000,30,2020,1,4.358024107969007
"Edouard Mendy",1617408000000,30,2020,0,5.316832748661198
"Emil Krafth",1617494400000,30,2020,1,2.353283436151781
"Emiliano Martínez",1617494400000,30,2020,4,5.703497547604747
"Enda Stevens",1617408000000,30,2020,1,2.7588021469076645
"Erik Lamela",1617494400000,30,2020,1,1.5642781861217898
"Erik Pieters",1617494400000,30,2020,4,3.6303721976412446
"Ethan Ampadu",1617408000000,30,2020,1,1.1504310403527762
"Ezgjan Alioski",1617408000000,30,2020,2,3.886350700623302
"Ezri Konsa Ngoyo",1617494400000,30,2020,2,4.148258329498658
"Fabio Henrique Tavares",1617408000000,30,2020,6,2.4688787420257268
"Fabio Silva",1617580800000,30,2020,6,1.4733753927954736
"Fernando Luiz Rosa",1617408000000,30,2020,5,3.013201468349253
"Ferran Torres",1617408000000,30,2020,1,1.608279347633848
